id,gjennomforing_id,innsatsbehov,start_dato,slutt_dato
deltaker1123,gjennomføring25,S.Tilpasset,2022-04-08,2022-08-24
deltaker1124,gjennomføring58,S.Bestemt,2011-11-10,2016-11-10
deltaker1125,gjennomføring156,Landegruppe3,2022-09-26,2022-12-11
deltaker1126,gjennomføring27,Landegruppe3,2015-05-03,2017-10-20
deltaker1127,gjennomføring177,S.Bestemt,2018-03-11,2019-02-28
deltaker1128,gjennomføring6,S.Tilpasset,2016-02-22,2024-05-08
deltaker1129,gjennomføring38,S.Bestemt,2020-09-11,2025-01-11
deltaker1130,gjennomføring175,S.Tilpasset,2017-05-08,2020-06-29
deltaker1131,gjennomføring46,S.Tilpasset,2017-04-27,2018-04-04
deltaker1132,gjennomføring180,Landegruppe3,2015-02-25,2018-04-30
deltaker1133,gjennomføring194,Landegruppe3,2016-08-01,2016-10-10
deltaker1134,gjennomføring54,S.Tilpasset,2015-09-09,2016-03-02
deltaker1135,gjennomføring14,S.Bestemt,2018-12-12,2019-05-25
deltaker1136,gjennomføring165,S.Bestemt,2011-05-28,2011-09-20
deltaker1137,gjennomføring86,Landegruppe3,2024-11-14,2025-08-18
deltaker1138,gjennomføring190,S.Tilpasset,2015-07-25,2015-08-08
deltaker1139,gjennomføring194,S.Tilpasset,2014-02-03,2016-03-15
deltaker1140,gjennomføring145,Landegruppe3,2015-08-01,2016-02-11
deltaker1141,gjennomføring65,S.Bestemt,2013-09-17,2013-10-06
deltaker1142,gjennomføring82,S.Tilpasset,2015-08-13,2022-08-06
deltaker1143,gjennomføring187,S.Tilpasset,2015-11-06,2020-11-11
deltaker1144,gjennomføring160,S.Bestemt,2019-07-02,2019-07-03
deltaker1145,gjennomføring189,S.Tilpasset,2017-06-23,2018-03-10
deltaker1146,gjennomføring8,S.Tilpasset,2019-11-20,2021-04-15
deltaker1147,gjennomføring79,S.Bestemt,2011-07-16,2015-06-28
deltaker1148,gjennomføring196,S.Bestemt,2015-07-25,2016-03-15
deltaker1149,gjennomføring13,S.Tilpasset,2019-10-18,2019-11-07
deltaker1150,gjennomføring1,S.Bestemt,2024-11-12,2024-12-07
deltaker1151,gjennomføring6,S.Tilpasset,2023-10-21,2025-09-11
deltaker1152,gjennomføring62,S.Bestemt,2017-10-03,2019-09-06
deltaker1153,gjennomføring79,S.Tilpasset,2012-08-27,2015-06-24
deltaker1154,gjennomføring191,S.Tilpasset,2022-11-01,2023-03-20
deltaker1155,gjennomføring153,S.Bestemt,2023-11-23,2024-07-03
deltaker1156,gjennomføring22,S.Bestemt,2015-02-13,2017-03-19
deltaker1157,gjennomføring94,S.Bestemt,2013-10-30,2023-05-08
deltaker1158,gjennomføring180,Landegruppe3,2014-12-14,2019-05-06
deltaker1159,gjennomføring105,Landegruppe3,2023-02-12,2023-03-26
deltaker1160,gjennomføring168,S.Tilpasset,2021-02-03,2021-08-02
deltaker1161,gjennomføring118,Landegruppe3,2020-01-08,2020-01-30
deltaker1162,gjennomføring22,S.Tilpasset,2014-02-02,2017-07-29
deltaker1163,gjennomføring16,S.Tilpasset,2026-04-07,2026-05-04
deltaker1164,gjennomføring18,S.Tilpasset,2022-06-01,2025-04-13
deltaker1165,gjennomføring134,S.Tilpasset,2025-01-12,2025-02-07
deltaker1166,gjennomføring132,S.Bestemt,2022-12-08,2023-05-17
deltaker1167,gjennomføring49,Landegruppe3,2018-08-30,2019-06-25
deltaker1168,gjennomføring176,S.Tilpasset,2026-11-24,2026-12-06
deltaker1169,gjennomføring106,S.Bestemt,2015-08-09,2015-11-24
deltaker1170,gjennomføring127,S.Tilpasset,2021-04-14,2021-07-10
deltaker1171,gjennomføring18,S.Bestemt,2024-02-16,2025-03-02
deltaker1172,gjennomføring116,Landegruppe3,2013-01-13,2014-10-31
deltaker1173,gjennomføring182,S.Tilpasset,2019-05-23,2019-05-25
deltaker1174,gjennomføring75,Landegruppe3,2021-06-03,2021-09-11
deltaker1175,gjennomføring126,S.Tilpasset,2018-06-17,2019-08-01
deltaker1176,gjennomføring144,S.Tilpasset,2010-05-24,2010-05-25
deltaker1177,gjennomføring81,S.Bestemt,2018-03-19,2018-05-19
deltaker1178,gjennomføring191,S.Bestemt,2023-03-01,2023-03-29
deltaker1179,gjennomføring165,S.Tilpasset,2011-06-25,2011-10-30
deltaker1180,gjennomføring74,S.Tilpasset,2026-09-30,2026-10-11
deltaker1181,gjennomføring150,S.Tilpasset,2024-04-24,2024-05-05
deltaker1182,gjennomføring12,S.Tilpasset,2024-08-25,2026-02-01
deltaker1183,gjennomføring95,Landegruppe3,2011-11-07,2015-05-10
deltaker1184,gjennomføring87,Landegruppe3,2023-08-13,2024-01-04
deltaker1185,gjennomføring5,S.Tilpasset,2022-10-04,2024-09-10
deltaker1186,gjennomføring26,Landegruppe3,2018-05-02,2019-03-14
deltaker1187,gjennomføring189,Landegruppe3,2019-06-15,2019-08-09
deltaker1188,gjennomføring64,Landegruppe3,2009-07-07,2009-07-09
deltaker1189,gjennomføring163,S.Tilpasset,2017-05-16,2018-05-02
deltaker1190,gjennomføring95,S.Tilpasset,2013-02-03,2013-04-23
deltaker1191,gjennomføring177,S.Tilpasset,2019-08-15,2019-09-27
deltaker1192,gjennomføring130,S.Bestemt,2023-09-15,2024-04-19
deltaker1193,gjennomføring164,S.Bestemt,2026-03-06,2026-05-08
deltaker1194,gjennomføring162,S.Bestemt,2022-12-18,2022-12-26
deltaker1195,gjennomføring165,Landegruppe3,2011-10-25,2011-11-01
deltaker1196,gjennomføring88,S.Tilpasset,2023-12-21,2024-04-12
deltaker1197,gjennomføring53,S.Tilpasset,2016-09-08,2019-04-19
deltaker1198,gjennomføring40,Landegruppe3,2026-05-23,2026-05-30
deltaker1199,gjennomføring181,S.Bestemt,2019-11-17,2020-05-02
deltaker1200,gjennomføring121,S.Bestemt,2025-01-25,2025-01-30
deltaker1201,gjennomføring191,Landegruppe3,2022-02-14,2023-03-31
deltaker1202,gjennomføring53,S.Bestemt,2019-12-05,2020-03-24
deltaker1203,gjennomføring85,S.Bestemt,2026-03-24,2026-05-21
deltaker1204,gjennomføring170,S.Tilpasset,2023-10-04,2025-03-26
deltaker1205,gjennomføring102,S.Bestemt,2022-05-29,2024-09-12
deltaker1206,gjennomføring189,S.Bestemt,2016-12-15,2017-10-10
deltaker1207,gjennomføring28,S.Bestemt,2025-12-17,2026-09-28
deltaker1208,gjennomføring162,S.Bestemt,2022-05-11,2022-10-17
deltaker1209,gjennomføring176,S.Tilpasset,2026-11-19,2026-11-20
deltaker1210,gjennomføring150,S.Tilpasset,2020-10-25,2023-12-21
deltaker1211,gjennomføring25,S.Tilpasset,2022-01-11,2024-02-28
deltaker1212,gjennomføring66,S.Bestemt,2023-10-20,2023-11-28
deltaker1213,gjennomføring82,Landegruppe3,2020-08-18,2024-09-30
deltaker1214,gjennomføring137,S.Tilpasset,2017-11-08,2018-01-30
deltaker1215,gjennomføring89,S.Tilpasset,2025-06-15,2025-12-02
deltaker1216,gjennomføring76,Landegruppe3,2018-09-24,2019-03-13
deltaker1217,gjennomføring194,Landegruppe3,2017-04-05,2017-05-05
deltaker1218,gjennomføring191,S.Tilpasset,2021-11-21,2022-11-02
deltaker1219,gjennomføring147,S.Bestemt,2022-04-22,2023-02-20
deltaker1220,gjennomføring118,Landegruppe3,2020-02-20,2020-02-29
deltaker1221,gjennomføring199,S.Tilpasset,2020-02-22,2022-04-20
deltaker1222,gjennomføring59,Landegruppe3,2021-05-13,2025-04-26
deltaker1223,gjennomføring98,Landegruppe3,2021-09-24,2024-05-15
deltaker1224,gjennomføring179,S.Tilpasset,2018-05-24,2021-06-30
deltaker1225,gjennomføring136,S.Tilpasset,2026-06-20,2026-07-24
deltaker1226,gjennomføring87,Landegruppe3,2024-01-03,2024-08-05
deltaker1227,gjennomføring3,S.Bestemt,2017-05-13,2018-12-09
deltaker1228,gjennomføring8,S.Bestemt,2017-02-28,2019-02-26
deltaker1229,gjennomføring100,S.Bestemt,2024-06-30,2025-04-18
deltaker1230,gjennomføring156,Landegruppe3,2023-01-07,2023-01-17
deltaker1231,gjennomføring53,S.Bestemt,2015-01-26,2018-08-11
deltaker1232,gjennomføring153,S.Bestemt,2025-04-16,2025-07-20
deltaker1233,gjennomføring29,Landegruppe3,2010-09-29,2017-08-25
deltaker1234,gjennomføring61,S.Bestemt,2021-10-26,2023-02-09
deltaker1235,gjennomføring122,S.Tilpasset,2026-09-30,2026-11-07
deltaker1236,gjennomføring77,Landegruppe3,2015-10-07,2015-11-15
deltaker1237,gjennomføring11,S.Tilpasset,2023-08-12,2023-09-25
deltaker1238,gjennomføring89,Landegruppe3,2024-02-04,2024-08-18
deltaker1239,gjennomføring197,S.Tilpasset,2023-10-22,2025-12-31
deltaker1240,gjennomføring22,S.Tilpasset,2018-01-30,2018-02-02
deltaker1241,gjennomføring94,S.Bestemt,2011-01-10,2020-06-14
deltaker1242,gjennomføring143,Landegruppe3,2024-08-13,2024-11-19
deltaker1243,gjennomføring110,S.Bestemt,2022-12-22,2023-01-05
deltaker1244,gjennomføring164,S.Tilpasset,2026-02-13,2026-02-14
deltaker1245,gjennomføring17,S.Tilpasset,2020-11-08,2021-03-24
deltaker1246,gjennomføring124,S.Bestemt,2021-04-25,2024-02-22
deltaker1247,gjennomføring124,S.Tilpasset,2016-01-02,2021-05-10
deltaker1248,gjennomføring74,Landegruppe3,2026-10-11,2026-10-13
deltaker1249,gjennomføring123,Landegruppe3,2024-05-07,2024-06-19
deltaker1250,gjennomføring118,S.Tilpasset,2020-01-10,2020-01-31
deltaker1251,gjennomføring139,Landegruppe3,2011-02-05,2021-03-03
deltaker1252,gjennomføring75,Landegruppe3,2020-03-25,2020-08-24
deltaker1253,gjennomføring86,Landegruppe3,2022-03-24,2025-06-27
deltaker1254,gjennomføring111,S.Tilpasset,2010-07-28,2010-08-23
deltaker1255,gjennomføring60,Landegruppe3,2021-04-07,2022-09-04
deltaker1256,gjennomføring100,S.Tilpasset,2025-11-07,2025-12-17
deltaker1257,gjennomføring3,S.Bestemt,2020-01-01,2020-09-21
deltaker1258,gjennomføring180,S.Bestemt,2016-02-10,2019-11-28
deltaker1259,gjennomføring146,Landegruppe3,2018-05-11,2019-10-30
deltaker1260,gjennomføring58,S.Tilpasset,2011-05-23,2015-10-30
deltaker1261,gjennomføring40,S.Tilpasset,2020-04-25,2025-07-22
deltaker1262,gjennomføring69,Landegruppe3,2023-05-06,2023-06-14
deltaker1263,gjennomføring124,Landegruppe3,2018-10-17,2021-02-16
deltaker1264,gjennomføring33,S.Bestemt,2013-08-02,2018-09-03
deltaker1265,gjennomføring169,S.Tilpasset,2026-12-08,2026-12-10
deltaker1266,gjennomføring147,S.Bestemt,2023-03-20,2023-04-22
deltaker1267,gjennomføring113,S.Bestemt,2013-05-05,2014-01-27
deltaker1268,gjennomføring50,Landegruppe3,2019-01-01,2020-09-03
deltaker1269,gjennomføring94,S.Tilpasset,2016-03-14,2023-11-10
deltaker1270,gjennomføring148,S.Bestemt,2024-06-22,2024-07-19
deltaker1271,gjennomføring12,Landegruppe3,2024-09-18,2025-04-17
deltaker1272,gjennomføring62,Landegruppe3,2015-06-21,2016-07-21
deltaker1273,gjennomføring190,S.Bestemt,2014-08-27,2014-09-07
deltaker1274,gjennomføring21,Landegruppe3,2018-07-02,2018-07-14
deltaker1275,gjennomføring151,S.Bestemt,2012-12-30,2013-05-30
deltaker1276,gjennomføring119,S.Tilpasset,2017-09-16,2018-05-07
deltaker1277,gjennomføring46,S.Tilpasset,2016-07-29,2018-05-31
deltaker1278,gjennomføring90,S.Bestemt,2019-12-19,2020-02-17
deltaker1279,gjennomføring107,S.Tilpasset,2023-03-13,2023-10-18
deltaker1280,gjennomføring102,S.Bestemt,2019-06-17,2023-11-16
deltaker1281,gjennomføring3,Landegruppe3,2023-09-26,2024-01-13
deltaker1282,gjennomføring121,Landegruppe3,2026-02-24,2026-04-30
deltaker1283,gjennomføring148,Landegruppe3,2026-03-30,2026-08-14
deltaker1284,gjennomføring144,S.Tilpasset,2009-12-28,2010-03-30
deltaker1285,gjennomføring6,Landegruppe3,2015-07-14,2023-08-29
deltaker1286,gjennomføring127,S.Tilpasset,2021-01-04,2021-02-21
deltaker1287,gjennomføring160,Landegruppe3,2019-08-04,2019-08-09
deltaker1288,gjennomføring171,Landegruppe3,2025-03-04,2025-10-02
deltaker1289,gjennomføring1,Landegruppe3,2024-07-28,2024-10-08
deltaker1290,gjennomføring84,S.Tilpasset,2026-09-15,2026-09-21
deltaker1291,gjennomføring125,Landegruppe3,2024-10-15,2026-05-05
deltaker1292,gjennomføring21,S.Bestemt,2018-07-19,2018-07-27
deltaker1293,gjennomføring41,S.Tilpasset,2026-10-30,2026-11-28
deltaker1294,gjennomføring199,Landegruppe3,2023-11-19,2024-06-15
deltaker1295,gjennomføring104,S.Tilpasset,2016-03-29,2016-06-07
deltaker1296,gjennomføring71,S.Bestemt,2022-07-10,2023-01-04
deltaker1297,gjennomføring47,Landegruppe3,2012-05-21,2015-05-17
deltaker1298,gjennomføring9,S.Bestemt,2025-03-06,2025-06-21
deltaker1299,gjennomføring185,S.Tilpasset,2014-07-05,2015-04-14
deltaker1300,gjennomføring0,Landegruppe3,2019-07-04,2021-09-03
deltaker1301,gjennomføring162,S.Bestemt,2022-11-30,2022-12-03
deltaker1302,gjennomføring99,Landegruppe3,2024-03-13,2025-04-01
deltaker1303,gjennomføring46,S.Bestemt,2016-10-27,2018-05-17
deltaker1304,gjennomføring198,Landegruppe3,2017-02-15,2019-12-11
deltaker1305,gjennomføring55,Landegruppe3,2018-01-06,2019-02-11
deltaker1306,gjennomføring127,S.Bestemt,2021-01-22,2021-09-11
deltaker1307,gjennomføring193,S.Tilpasset,2026-02-27,2026-02-28
deltaker1308,gjennomføring119,S.Bestemt,2017-05-20,2017-11-16
deltaker1309,gjennomføring156,S.Tilpasset,2022-11-17,2022-11-23
deltaker1310,gjennomføring181,Landegruppe3,2018-04-08,2018-12-16
deltaker1311,gjennomføring144,S.Bestemt,2010-05-14,2010-05-22
deltaker1312,gjennomføring148,S.Bestemt,2025-08-11,2026-05-09
deltaker1313,gjennomføring90,S.Bestemt,2019-10-11,2020-02-13
deltaker1314,gjennomføring73,S.Bestemt,2017-04-03,2019-03-25
deltaker1315,gjennomføring12,S.Bestemt,2025-09-17,2026-04-30
deltaker1316,gjennomføring37,S.Bestemt,2017-11-28,2019-10-23
deltaker1317,gjennomføring97,S.Tilpasset,2011-07-12,2011-11-21
deltaker1318,gjennomføring35,S.Bestemt,2013-11-13,2015-10-29
deltaker1319,gjennomføring10,S.Tilpasset,2022-12-25,2026-05-17
deltaker1320,gjennomføring75,Landegruppe3,2021-06-06,2021-08-24
deltaker1321,gjennomføring170,S.Tilpasset,2022-06-11,2024-01-03
deltaker1322,gjennomføring50,S.Tilpasset,2019-06-16,2019-07-07
deltaker1323,gjennomføring179,Landegruppe3,2020-04-15,2020-11-30
deltaker1324,gjennomføring40,S.Bestemt,2018-02-08,2018-06-14
deltaker1325,gjennomføring7,Landegruppe3,2018-06-08,2019-04-26
deltaker1326,gjennomføring146,S.Bestemt,2018-04-14,2020-03-06
deltaker1327,gjennomføring49,S.Tilpasset,2019-01-28,2019-11-22
deltaker1328,gjennomføring19,S.Bestemt,2017-09-20,2018-08-23
deltaker1329,gjennomføring77,Landegruppe3,2016-02-04,2016-09-06
deltaker1330,gjennomføring179,Landegruppe3,2020-02-14,2021-02-09
deltaker1331,gjennomføring178,S.Bestemt,2023-04-18,2023-06-10
deltaker1332,gjennomføring121,S.Tilpasset,2024-11-18,2026-05-13
deltaker1333,gjennomføring134,S.Tilpasset,2025-08-01,2025-08-10
deltaker1334,gjennomføring11,Landegruppe3,2023-09-11,2023-09-30
deltaker1335,gjennomføring151,Landegruppe3,2013-04-15,2013-05-01
deltaker1336,gjennomføring13,S.Tilpasset,2019-12-03,2019-12-04
deltaker1337,gjennomføring194,Landegruppe3,2016-05-09,2016-07-29
deltaker1338,gjennomføring61,Landegruppe3,2018-07-05,2023-01-10
deltaker1339,gjennomføring101,S.Bestemt,2017-01-02,2021-01-12
deltaker1340,gjennomføring5,Landegruppe3,2024-07-01,2024-10-19
deltaker1341,gjennomføring71,S.Bestemt,2021-07-12,2022-04-07
deltaker1342,gjennomføring129,Landegruppe3,2013-03-11,2013-12-07
deltaker1343,gjennomføring90,S.Tilpasset,2020-02-22,2020-02-29
deltaker1344,gjennomføring139,Landegruppe3,2023-06-25,2024-04-12
deltaker1345,gjennomføring7,S.Bestemt,2020-12-05,2022-12-12
deltaker1346,gjennomføring4,S.Bestemt,2025-12-01,2026-05-24
deltaker1347,gjennomføring27,S.Tilpasset,2016-08-29,2018-05-21
deltaker1348,gjennomføring4,Landegruppe3,2025-05-12,2025-06-25
deltaker1349,gjennomføring160,Landegruppe3,2019-05-15,2019-05-20
deltaker1350,gjennomføring178,S.Tilpasset,2023-05-12,2023-07-11
deltaker1351,gjennomføring164,S.Tilpasset,2026-06-24,2026-07-04
deltaker1352,gjennomføring167,Landegruppe3,2023-04-04,2024-08-07
deltaker1353,gjennomføring11,S.Bestemt,2023-08-22,2023-10-09
deltaker1354,gjennomføring120,S.Bestemt,2021-08-16,2021-12-06
deltaker1355,gjennomføring142,S.Tilpasset,2022-01-24,2022-02-20
deltaker1356,gjennomføring110,S.Bestemt,2023-01-07,2023-01-09
deltaker1357,gjennomføring39,S.Tilpasset,2023-08-15,2023-09-07
deltaker1358,gjennomføring58,Landegruppe3,2016-03-07,2016-07-18
deltaker1359,gjennomføring134,S.Tilpasset,2025-10-18,2025-11-26
deltaker1360,gjennomføring175,Landegruppe3,2020-08-29,2022-01-24
deltaker1361,gjennomføring89,Landegruppe3,2023-11-20,2024-08-25
deltaker1362,gjennomføring169,S.Bestemt,2026-08-12,2026-09-19
deltaker1363,gjennomføring96,Landegruppe3,2013-09-17,2013-10-08
deltaker1364,gjennomføring141,S.Bestemt,2015-05-02,2015-11-03
deltaker1365,gjennomføring36,S.Bestemt,2021-01-24,2024-05-09
deltaker1366,gjennomføring148,Landegruppe3,2024-05-01,2026-06-19
deltaker1367,gjennomføring121,S.Bestemt,2025-05-24,2025-09-22
deltaker1368,gjennomføring15,Landegruppe3,2015-01-25,2017-03-13
deltaker1369,gjennomføring120,Landegruppe3,2021-08-22,2021-11-13
deltaker1370,gjennomføring147,Landegruppe3,2022-05-28,2022-07-30
deltaker1371,gjennomføring54,Landegruppe3,2012-12-13,2015-03-29
deltaker1372,gjennomføring174,Landegruppe3,2026-05-01,2026-05-17
deltaker1373,gjennomføring193,Landegruppe3,2017-06-13,2022-05-03
deltaker1374,gjennomføring139,S.Bestemt,2009-08-25,2024-11-04
deltaker1375,gjennomføring164,S.Tilpasset,2026-06-26,2026-07-07
deltaker1376,gjennomføring176,S.Tilpasset,2026-11-25,2026-12-09
deltaker1377,gjennomføring168,Landegruppe3,2021-11-30,2022-03-15
deltaker1378,gjennomføring120,Landegruppe3,2021-07-20,2021-08-11
deltaker1379,gjennomføring105,S.Bestemt,2017-09-28,2019-04-22
deltaker1380,gjennomføring91,Landegruppe3,2014-02-22,2014-09-16
deltaker1381,gjennomføring171,S.Tilpasset,2024-10-15,2025-06-19
deltaker1382,gjennomføring84,Landegruppe3,2026-08-18,2026-09-11
deltaker1383,gjennomføring21,Landegruppe3,2018-07-05,2018-07-25
deltaker1384,gjennomføring127,Landegruppe3,2021-10-27,2021-11-01
deltaker1385,gjennomføring133,S.Tilpasset,2016-07-07,2016-12-21
deltaker1386,gjennomføring39,Landegruppe3,2022-09-17,2022-11-17
deltaker1387,gjennomføring141,S.Tilpasset,2013-11-20,2014-07-30
deltaker1388,gjennomføring22,S.Bestemt,2013-06-12,2016-03-23
deltaker1389,gjennomføring174,Landegruppe3,2026-05-03,2026-05-21
deltaker1390,gjennomføring141,S.Tilpasset,2013-10-03,2016-02-25
deltaker1391,gjennomføring13,Landegruppe3,2019-11-30,2019-12-04
deltaker1392,gjennomføring120,S.Tilpasset,2021-05-31,2021-07-26
deltaker1393,gjennomføring148,S.Tilpasset,2020-11-19,2025-09-20
deltaker1394,gjennomføring150,S.Bestemt,2019-07-01,2023-03-03
deltaker1395,gjennomføring154,S.Tilpasset,2024-10-09,2025-08-24
deltaker1396,gjennomføring22,S.Bestemt,2015-04-03,2017-08-24
deltaker1397,gjennomføring145,Landegruppe3,2015-05-03,2015-10-29
deltaker1398,gjennomføring136,S.Bestemt,2026-04-27,2026-04-30
deltaker1399,gjennomføring156,Landegruppe3,2023-01-01,2023-01-02
deltaker1400,gjennomføring173,S.Tilpasset,2009-10-27,2015-05-27
deltaker1401,gjennomføring188,S.Bestemt,2024-02-07,2024-02-18
deltaker1402,gjennomføring49,Landegruppe3,2018-05-22,2019-07-06
deltaker1403,gjennomføring71,S.Tilpasset,2021-09-16,2022-09-26
deltaker1404,gjennomføring131,Landegruppe3,2022-12-26,2023-03-28
deltaker1405,gjennomføring74,S.Bestemt,2026-09-02,2026-09-06
deltaker1406,gjennomføring85,S.Bestemt,2026-04-15,2026-06-03
deltaker1407,gjennomføring47,S.Bestemt,2010-03-12,2013-12-07
deltaker1408,gjennomføring94,S.Tilpasset,2026-04-28,2026-04-29
deltaker1409,gjennomføring40,S.Bestemt,2026-02-08,2026-03-26
deltaker1410,gjennomføring162,S.Tilpasset,2022-09-15,2022-09-30
deltaker1411,gjennomføring46,Landegruppe3,2016-04-28,2017-04-12
deltaker1412,gjennomføring146,Landegruppe3,2019-01-08,2019-09-09
deltaker1413,gjennomføring91,S.Tilpasset,2015-07-01,2015-07-18
deltaker1414,gjennomføring64,Landegruppe3,2009-06-06,2009-06-22
deltaker1415,gjennomføring169,Landegruppe3,2026-04-15,2026-10-19
deltaker1416,gjennomføring66,Landegruppe3,2024-03-27,2024-11-25
deltaker1417,gjennomføring87,Landegruppe3,2023-06-06,2024-09-14
deltaker1418,gjennomføring8,S.Tilpasset,2022-01-11,2022-10-18
deltaker1419,gjennomføring84,Landegruppe3,2026-09-19,2026-09-21
deltaker1420,gjennomføring7,S.Tilpasset,2018-05-01,2022-10-12
deltaker1421,gjennomføring18,S.Bestemt,2024-07-09,2024-09-27
deltaker1422,gjennomføring124,S.Bestemt,2016-10-06,2019-05-02
deltaker1423,gjennomføring116,S.Tilpasset,2011-08-22,2014-07-27
deltaker1424,gjennomføring165,S.Bestemt,2011-05-30,2011-06-08
deltaker1425,gjennomføring147,Landegruppe3,2023-02-05,2023-04-03
deltaker1426,gjennomføring161,Landegruppe3,2026-10-14,2026-10-18
deltaker1427,gjennomføring196,S.Bestemt,2015-10-05,2016-06-25
deltaker1428,gjennomføring134,S.Tilpasset,2024-08-03,2025-03-19
deltaker1429,gjennomføring68,S.Tilpasset,2024-08-21,2024-09-10
deltaker1430,gjennomføring187,Landegruppe3,2017-03-25,2018-10-01
deltaker1431,gjennomføring36,S.Bestemt,2026-02-10,2026-05-02
deltaker1432,gjennomføring130,Landegruppe3,2022-02-17,2022-06-02
deltaker1433,gjennomføring44,Landegruppe3,2020-04-30,2023-08-05
deltaker1434,gjennomføring35,Landegruppe3,2012-01-27,2020-02-13
deltaker1435,gjennomføring172,Landegruppe3,2026-04-26,2026-05-22
deltaker1436,gjennomføring22,S.Bestemt,2017-12-21,2018-01-15
deltaker1437,gjennomføring155,S.Tilpasset,2021-11-11,2022-11-29
deltaker1438,gjennomføring167,Landegruppe3,2020-05-07,2023-12-23
deltaker1439,gjennomføring160,Landegruppe3,2019-07-24,2019-08-09
deltaker1440,gjennomføring62,S.Bestemt,2016-08-13,2017-03-29
deltaker1441,gjennomføring69,Landegruppe3,2023-11-22,2023-11-30
deltaker1442,gjennomføring41,S.Tilpasset,2026-11-29,2026-11-30
deltaker1443,gjennomføring78,Landegruppe3,2024-05-01,2024-05-10
deltaker1444,gjennomføring10,S.Tilpasset,2021-07-05,2024-11-12
deltaker1445,gjennomføring176,S.Bestemt,2026-11-19,2026-12-01
deltaker1446,gjennomføring149,S.Bestemt,2021-01-15,2021-08-16
deltaker1447,gjennomføring98,S.Tilpasset,2014-12-08,2023-12-05
deltaker1448,gjennomføring180,S.Bestemt,2017-04-01,2020-07-18
